Text,Sentiment
Veere asi kuj bolde chnge ni lgde tuc kmm kita shuru to sidhu naal te hun tuc aap he nbhedo  te ajj sidhu de fans v na bolleyo ehna naal dhkka hoya bai sareya nu pta hona tuc ehna v support kreyo  eh bnde bahar de nai bai bnke kuj glt na bolleyo coment ch ehna nu ,2
Hun Hindi Ch translate kr de veere menu punjabi ni aandi,1
Veer ji chnge bnde da koi kuj nhi bigard sakda  Pr ek sach aa v Lok chnge bnde nu hi badnaam krde aa  Tohadi Rees koi nhi kr skda veere ,1
Oy veere paise e kamune ne apne daddy  nal kam karao ja apna talent ly k aao ki yr jd you tube kholo iko gal sidhu ne thokta karan te garry sandhu ikhathe hoe py gi thakk yeh woh  hdd yrkaran aujla sirra pata kyu jo o likhda koi ni likhda sidhu v wdia par fr v yr ki  a galan thodia vaddi khabar yr  chlo koi na,1
Hyee rabba Sidhu love you veere waheguru tnu meri v umr la dave,2
Ghait galbat veere God bless u  lok sadde ne sdi jaan de,2
Sidhu bhai kantt bnda hae  Jatt kala he industry teh bari eh Sidhu bhai always on top  Love you veere ,2
dar na veere himmat rakh rabb thik kr dao sara kuj,2
Asi tere nl a veere koi gll baabe nanak te bhrosa rakh ,2
sidhu veere kutte ponkde aa ponki jando tuc tention na lo veer  dil da ni mada sidhu moose wala ,1
Oh sidhu veere tenu saun khan di koi lod in veere jeonda reh veere,2
Very good  Sidhu veere panga he good ghatiya loka naal,1
Sidhu kalan hi kafi aa veere,2
Veere m ene k dunia dekhe h aj Kal kse da koi eman dhram nhi hunda Jehra nal kanda rhe oh bhe time dekh k mukar jaude ne Pr oh bande nhi jnaneya hundeya h  Bande de shram hundi h q KE ona nu khra rhna penda h ,1
Hun Sidhu veere Its Okay Godby karan aujla  sunnuga ,1
Sihdu moose wala jinda baad gaana ni chhdna veere loka da kam aa bolna Ulta sidha,1
Kuch bande aag ch tail paa rahe neeh changi gal nifull support sidu veere,1
Tension na lao sidhu veere eah kateed vadha aawe machrya a,1
Sidhu veere bnda att h,2
Miss Uhhh veere,2
miss u veere love u,2
Raat mainu sukhe veere da supna aya,1
Sukha kahlon veere uh r great yrr tbhi aja tk tvanu sb yaad krda na ,2
lun Laina si kuta v bhaj lainda maut ton pehlan par eh tan bhaj v ni paya saala bondu vaal dekh rakhe gandu ne oh saalyo Punjab da socho ki fayida hoyA badmaash banke aakhir kute di maut aayi jidan kise di dhee bhen nu kharaab karda si jis  te Film bani si naam bhencho da bhul gya par haan sach oh ghusu patiale da chalo pata ni par  yaar ik gal dasaan bura na manyo hai tan saale saare Sikh as  par jidan kite bhindranwala vaapas inna di tatti tan niklani par kise ne dasna kise nu ni veere iko badmaash aaya century ch te rabb di mehar naal century ch v raaj karda puri govt draan vala bhindranwala,0
Miss you sukha veere,2
Hardeep Singh veere tuhadi hr gl vich dm hai ager sare ripoter aven shi khaber rakhan tan duniyan sudher jave,1
makhu veere tusi kere bande nal gal krde pye ho,1
Oo veere phla pardusan nhi c hunda ghro nuu gandi soch wale lok,1
Asal vich veere corona da koi elaj hi nahisirf apni immunity naal hi banda Bach sakdana koi medicine hai te na hi koi treatmentmeri family vich bahut ne medical profession vichjdo haalat kharab ho jave  breathing problem hi aandi hai respiratory track block ho janda corona virus de mucus naalvakt hi burra c,1
Sai gall a veere e ik sajish a bai sahib noo maran di,0
Veerji p Dvar nhi chdna ehi ta enna nu chahida,1
Veerji jeddii pddaaii Naa kiitii hove usdaa vidvaan nhii bnniidaa Sikh haasikhde rahiye taa hii vadiyaa h Rab baare tuhade vichaar thik nhii,1
Veerji asee apne pind raichak disttic gurdaspur vich v apnee jameen vich tayir c,1
je koi hun tuhade pind vich koi crona naal hun mar gaiea te aapne pind ch saskaar na kareo je assal de ho makkhu veerji tuhanu verke wale gal ne aone denge,1
Veerji Doctor keh reha intubation karna lage aa OT ch lea k Jan lage aa je bhai  sab gal kar rahe cc odo tak oh theek cc intubation kyu karna te OT operation theatre ch kyu lea k jana oh ta ohna nu kardea aa jo patient serious hunde aaa oh ta theek gall kar rahe ne Eh ta ohna di chal aaaa record check karo ohna da ki kita ohna ne ohna nal,0
Gururamdasdanatalutdaveerji,2
Veerji Mudagarpajandrupesladaveerjimeranahoa,1
Eh jehne v likheya oh sab to wadda kalan te duja jehne gayaMtlb ranjit bawasaaleya murtiya nu bhawe dudh chdaune asadi mrjisade li oh rabb asaala oda da wda jehne likheyaj tu siyana wa bai ta eh gal ds k tuc granth sahib maharaj ji nu guru kyu kehne akyu poojde oj kehn nu asi keh dyie k sirf ik book a jehde ch guru ji bani likhi afrtuc book poojde ofr agg lgni ,0
A Kay saaleya ehna vehlda karke tu star baneya,0
Saaleya ak ay aawaz vekhi aapni Panchotiya aapne nu nusrat fateh ali khan samajda  fans di insult krke Akay,0
Sala kuta RSS da dalla mardabad,0
Eh sala kuta galat hindu banda esnu pushu k ki sewa kiti wa loka dipatthar te dhud paun nalo kise de mhu vich paoj case karna ta pehla parresh rawal te case karo ja kOMG move kiti c jao karo case fer manage tenu wade pandita nu,0
Kuta saala bhanshod fudu a kay,0
Dhanri kuta sala kuta sala,0
Kuta parkar aa  baba ji,0
Media kutaa va,0
comment delte ker ki banu Aa sach te sach aa kuta  oo,0
Delhi ke ni hoa tu kuta o Di videos Ku  Ni banya Kuta,0
Ji tu si aa tuma di videos v bana kuta aa,0
Tu ko aa baba ji anter vao len wala kuta,0
Aapa te eh vekhna ki Dadri gurbani de ulat ja kutarka karda ke nahisirf es karke usda virodh haiJo galla us ne kitia je duje dharam da karda ta sab nu krodh auna cpar dadri communist diya kitaba pad ke sikhi de stage to sikhi te hi kutarka karn lag payaSciencedemocracy te logic diya galla karke youth nu bharmauna chahunda Jad ke Dharam Dil nal nibhaya janda te dimag sansari kamma laye haipar Dadri kutarki te deeth hai es ne kise di gall nahi mannanies nu sade varge youth jo science space computer de student  ne te Gurbani da vi gyan rakhde oh hi es kutarki jundli da sammana kar sakdevarna purane singha nu ta Dadri gunda keh ke vichar charcha to bhajda phirda,0
Johnny kuta ehhh app hi kahi janda,0
Kuta sala,0
Kuta sala,0
Avara kuta godhi vich ,0
Hahaha Johnny kutaa aa,0
kuti ta rakhi a jonni kuta vajodi ban gyi,0
Jo interview le reha aine anmol kwatra da v interview lya c othe tain bhencho bada korha bolda c aithe bada mitha bolda bhencho kuta dogla sallaa,0
Johny Kuta Kutti tan Rakhi hai,0
Fudi Da kuta,0
Eh gal ta sch tari hai ta tu kuta ,0
 kuta mein tan kuti tan rakhi aw ,0
joni kuta,0
Kutaa ha saliya,0
tare paan di fudi chaada honaa ah kutaa,0
Jony saying he kuta you kept a kuti for mariage sala harami,0
Kutaa police wala,0
changa hoya kuta mar giya,0
Kuta sala,0
Veer g jido kesa na free ilaj krano hova odo ta free ilaj lay dara hospital jada aa os tra vda sikh bna farda ja thohada ko khuch nhi hona jo marji krlo jado sher nagda odo kuta bhokda aa tu v oo kuta aaa,0
TERA SIR wagbas Karda Bandr Kuta Kamina,0
Besharn kive bhonkda a kuta,0
Kuta bkwas krda,0
Kuta banda y ji ehh sukhdev,0
sala kuta murkh makhu,0
Makhu ji maut karona too bina bi auni kuta di maut marna tuse,0
Bai teri  jameer kithe gai c kuta,0
Makhu ji please send no harpal singh vetka i give direct lahnata to them ih bee kuta he jis j nsl interviu kar raho ih ver kuta he,0
Harpal kutA me bhavak ho le ihnu ihdi der bhen ik karda ja tenu kute dee mout ave kute counclar nu,0
Sala harpal kon so ous da bap de jamen se kuta ha harpal Singh,0
EH SADRHA KUTA BOKDA,0
Caption sikh virodi kutayan noo khush karan vastay keh reha c k pakistan bhukha nanga desh hai par es noo a nehi pata oos day punjab de hospitalan vich bukhar check karan vastay therma meter tak nehin jees karan Bhai Nirmal Singh ji parlok sudar  gai,0
Kuta captain ne beda gark kar deta Punjab da,0
Kuta verka,0
Mara hall ha  en ki  sala kuta mara sistem,0
jassie Gill De kise ne pathar mareya c jerhe lok jassie Gill De khilaaf bol rahe ne je ohna de koi pathar maru tan oh ki karn ge jassie Gill ne sahi kitauss ne fir v apna gussa control kita we all should respect artists,1
Kutidha da pind aw verka waheguru ji ne Sahi kita  is dushat pind Ch Bhai sab ji  da sanskar ni hon dita,1
Sahi kita pind valiya ne,1
Kuj galat ni keha bai ne bai ne kehda sirf hindua nu keha ohne sbb nu keha full song sunlo pehla sale hoye sach koda lgda ohne kehda shiv ji da naam lya,1
Kuchh v galat ni bolya bawe nepk walyan da tuc ki pott lya sachh sachhh hunda sachh nirpakh hunda,1
schi kuch galt ni keha ohna ne song ch  ohh gal vkhri aaaa v bnde ne sch bolan di himat kiti aaaaa bt eh koi galat ni aakhir fr india is a democratic country har koi aaapne vichaar rkh skda te ranjit de isss song koi galt gal ni j dhyaaan nal sunya jave taaaa,1
Kuch galat nii kya,1
Ohh ja pnchoda ohne ehh bolia  tuc gatre jeanu dhage ta paa lainde ho par ohh soch v rakho man shud rakhoHora nu hor nal maa d lun laine ulta matlab kd de aaKuch v galat ni is vichEHHH man dia bhavnava jo likahri ne ajkl dekhi aa and jo sach v haiohh likhiaand Ranjit ne gaya,1
Yr harbhajan maan saab galat niii ho sakde,1
Bro eh bande yr poore sahi aayr matlab koi v galat nii paryr jehda eh keh rahe aa oh v sahi aaTRUE,1
eh bande galat ni ho skde yr,1
Bai apa kuch galat ni bolnaaa jooo mandaaaaaaa aaaaaaaaa bentiii aaaa,1
Ranjit bawa ne bilkul thik kiha kuj galat nhi kaha  wd to wd spot kro Ranjit  Bawa nukro like te commantkro ,1
Kuj galat nhi aa sachiyan gallan va song ch,1
koi galat nhi keha,1
Sabto ghatiya harkat sidhu di eh ki kise di mehnat da mull nhi de reha  Hun saaf pta lagda ki Deep Jandu kade galat nhi c eh sidhu nu usdi mae mae leke baithegi,1
Sacha parmarthi kde kise bare galat nhi bolda,1
Jo sach aa o sach aa Aapa nu ta koi galat gall ni lgi,0
jehde lok es geet nu galat keh rahe ne ohna di samjh he ghat aaa shyad,0
Galat gaal khi hai kisse de dharam nu nhi kuch kehna chahida mneya ki hun kayi loki udh ke aa ke kehan ge ki kisse religoin da naam hi leya es song ch pr smjdar nu ishaara hi kaafi hunda hai sbh garib di help krde ne agr ena hi dard hai enu khudh v help kre jinna jisse toh sarda hai help krda hai gareeb di baaki jo mrji gau mutar peye te jo mrji dudh chadaye kehda ehde toh leke dudh aarpan krde aa bht wdiya hoeya jo es te karwayi krn di mng hoyi aa,0
"Galat ki kihA ranjit bawa ne
Eh hun apni soch hai kon us nu kis way vich layega
Bawa de song hmesha ache hunde ne sahi hunde ne",0
tenu ena dukh hoyea ta  avaara gavaan nu ghar lai aa  jihryaa sadhka te bhukhya fir rahya ne ohne geet vich kujj galat nahi kiha ohne jo v gayea  sach hai,0
Kucchh vi nhi galat gaya Ranjit bawa ji ne sahi aa,0
Galat gall a Bhai kise de khani peeni chees nu galt Nahi bolna chahidais nai kare da,0
Galat ki a sach kaura hunda,0
Bawe ne galat ki keha jo v sach bolda aa os nu chup karwa dinde ne far kahnde ne changa nahi gaunde,0
Pkand nu sach vch byan kita A shi gaya kuch galat ne A RSS waleya ne pkand krna,0
Kisi vi dhrm nu mada na bolo har kisi nu apna apna dhrm pyaara aaaMANAS KI JAAT SABE EKKE PEHECHAN BOHINDU WHICH VI KHOON LAAL HI AA SIKH VICH TE BAAKI AAB DE WHICH OHI KHOON TE OHI AANG NE OHIR  KYU GALAT BOLNA,0
"Yellow shirt vale veer j teri soch hi is tra di hai  is vich tera ki kasoor hai  kyu  
Nale thanu kuch loka nu hi kyu song vich galat sunan nu mil reha a  baki hindu veera nu kyu nhi galt lgeya dvo jawab",0
ki galat keha dass,0
ranjit bava g good aa sahi es gane vich kujh galat ta keha nahi c,0
Sale fudu lok ki galat a bava is right,0
Koi galat gall nhi jo haqeekat hai ohi sunayea te ajj kal ehi chalda,1
Ih fudhu bande ne kutte lok sach boleya ta mircha lageya loki fudhu va jihra pasand karde ne kutte de putto lakh lahnta tuhade ta ih koi galat nahi kiha asi Ranjit bawe de nal ha jo karna kar lavi,0
Ehde ch kujh galat nai Agar eh galat keh rhe ta PK movie te oh my God kyu nai band hoyi  Oh sbto Jada challi movie kyu k bohut sahi gl Kahi aa,0
Hindu apne apne bhgwan te dudh paunde oh ohnda di sharda apan sikh guruduware ute sona launde kina kharcha karde apan sikh  lakh viah te la dinde oh oysa apan greeba viah keu nhi de dinde kine greeb ne punab vich loka di kanak jal gyi ohna nu de do Ranjit bawe nu es song to jo pysa mileya usne greeba vich daan karta  Sanu ki lod aa dosto kisi nu galat bolan disade sikh se sikh nu mar rahe ne,0
Kuch v galat nahi kiha  sab di gall hoyi a is geet ch  fir hindu nu hi kiyon bura laggiya Is da matlab chor di dahdi ch tinka,0
Koi galat nahi nahi keha sab sahi a,1
ranjit bawa paji ne kuj galat nai keha,0
Galat gl khi kheri aaoh te das denda,0
Yellow shirt wale shakel dekhi apne tu  galat ke keya sahi ke tu Oh my God vich ta bhot kuch keya geya uthe bol ke dekha tahumu sikh he najar ande ne  je sikh na hude kute insan tu mula hunda durfeta mu kera,0
Oh tusi kita ki eh dso ki seewa kiti aa dso mainu koi galat nai kya baawe ne nale mahadev  ne kdi kya nai ki dudh  shiveling uper pao te baad vich oh naali vich sutt dwo oh mahadev aa chal oye chor saale aap ki kita tusi lockdown vich,0
Moot peene kutte ish bare galat bol rehe han Dudh nu pathran te ror rehe han Ganda gau moot kutte pee rehe han Kini besharmi Wali gall ha,0
Ranjit bawe hun Nhi bachna tu galat bandea nal panga lea lyian,0
Yar koi galt ni kiha oh ta amrit chakan vale nu v keh riha ma v amrit paan kita a ma v oh geet sunya a manu kuj galat nahi laga koiki rahat to bina ta Amrit chakan da v koi mull nahi baki jatpat da koi kam ni rah janda baki je Kush comment vich Galt likhiya ta sorry,0
Nothing wrong Excellent singer and he pointed the true face of our countrys religions Poor is dying and mandir de vich enna paisa aah ki oh pure desh noo khilaa sakde kade gareebi Na hove Bhagwaan crore aah Ki milgya loka noo Kuj galat nahi keha Croro litre Dudh dull waste hunda aastha de naam te kisi de muh ch peh jawe ta ena di moortiya noo ghaata hunda Rabb ne aap keha murti pooja ek chall aah Gunaah aah paap aah murti pooja Christianity vich v ehi aah par loka ne business bnaya hoya aah dharam noo leke Pta nai rabb kedeya ranga vich raazi,2
"Pathar kiha shivji da ta nam nahi liya
 Gamutar shud kiha kuj galat ta ni kiha tusi mutar parties karde ho tusi pio na pio tuhadi marji 
Tusi ga nu ma mande ho te tuhada bap kehda ",0
A kay galat bolleya,0
Kehri gal galat kiti a,0
TOHADI PUNJABI LOK DI BHEN DI LUN TUSI VI TAKSALIA DA JOOTTHA KHADA JABARDASTI HI BHAI DHADRIAN WALE NU GALAT SABIT KARAN DI KOSHISH KAR REHE NE PUNJABI LOK DE  KUTTEYO TUSI VI TAKSAL DE HI PAALTU KUTTE HO,0
Mai sare veera nu ik benti karna chunda patarkara nu galat na kahu inna di vajah nal bhai sahib ne sare sawala de jawab de dete te sare loka nu knowledge ho gayi,0
Aah sale repoter dhume de aa   Dono hi fudu aa sale Swal eho kar rahe ne ki bhai saab galat bolan  Chutiya repoter  aina hi dum aa taksaliya di bi itervew karo,0
Bhai ji tuhadiya sariyan gallaan naal sehmat aa pr jehra tusi kaih rahe ho k rab nahi hai tusi khud hi rab ho eh galat hai pehla tan loki rab de dar ton maarhe kam karn lagge darde aa j loki apne aap nu rab samjahn lag paye tan lokaa ne maarhe kam karn ton bilkul ni darna tusi eini gall kaih sakde ho k har gall te rab nu doshi naa kaheya kro asi khud v jimevaar aa ik gall dekheyo tusi kisse nu kisi cheej te sawal te sawal pushi jayeo te akhir vich jado sawal da jawab muk jaange tan jawab aahi hovega k bai eh tan rab hi janda  rab hai jihne eh saari sarishiti banayi aa loka nu eh veham ch naa pao k rab nai hai tusi khud hi rab ho nahi tan lokaa ne galat kam karn lagge bilkul v nai darna tusi changge katha wachak ho lokaa nu kirat karo naam japo te wand shako da sandesh devo jis naal lokan da apsi piyar baneya rahe rab di hond nu khatam naa karo,0
Ranjeet Singh Bhai ji                                      Asi tuhade virodhi nahi na Baba Dhumma sada sakka hai   Per tussi parchar kar naojawana nu galat rahe pa rehe ho na shardhak samaj sirj rehe ho     Iss da agle same ch wadda mull tarna pavega Sikha nu          NA KARO            Gall Batt karo  te mill ke challo ,1
Asal vich pehla galti Dhadrian walle ne Taksal di pagg leroleer ho gyi keh k keeti te oss de virod vich  saal baad goori neend vicho uth k Dhumme ne viyaan ditta te fir Dhadrian ne Bagar Billa keh ditta jo k bahut galti c te fir oss to baad oss to waddi galti Taksalia ne shabeel laa k ekk Singh maar k keeti jo k bahut nindanyog hai te fir oss to baad Dhadrian di bilkul Katha vichaar karan di lai badal gyi bhaav jaa taa agencys de bandia da jaa koi galat Sikh virodi bandia da ehh hath toka bann gya jo ehnoo vi shayad anubhav nhi hai jaa   khijj k ekalle Dhumme de te ohde bandya de galat karan di jagah Sare ithaas te ungal chukni shuru kar ditti jiss di udaran ehne diwaan vicho bahar niklan walle bande wallo ehh kehna k tusi Baba Banda Singh Bahadur ji de saputar da dil mooh vich painda vekhya hai jo baad vich maffi mang reha c,0
bhai ranjit singh ji dunyaa ute german warga desh nahi hai is tra da system na kise da hai te na hi  koi kar sakda canada america v nahifir german vich  lok acident vich marde rehnde han oh kehde galat system adheen marde hanapne aap nu giaani bnaun karke har ik gal nu apne hisaab naal na pesh kro ithe tusi  galt ho,0
Bhaisahib ji  tusi  gurbaani  nu galat  sidh  kar rahe ho gatre  da Colour baba ji ne black  blue  ND white  is lai  Dita so ke log bad colour  kahande  si  green  gatre  nahi kiha  gurbaani Te  kintoo prantoo nahi karna chahiye,0
"Ranjit Singh aa next ram Rahim sikh kaum nu galat raste laan laga eh
Sarovar nu talaab dasda eh pakhandi",0
koi galat gal ni kitti baba ji ne,0
Sariya galan sachiya ne baba g waheguru mehar kre  Ethe galat ta har koi bolda a pr sidhe rah koi koi o panda,0
lokk sale eve hassi jande Es bande ne ek v ghal galat nai kiti,1
Subedar major banan li officera di raj ke chamcha giri karni pendi a pointa di game hondi a sari har galat gal nu has ke ha karni pendi a salute darde nahi si,0
"Sidhu tu galat krda pya 
Paise dene chahide tu kyu rok k rakheohna Di mehnat de paise de geeta vich ta tu rab thale lon nu firda hundabaki rab dekhda jine song leak kita pta lag he jana",0
Moosewala galat lagda pay ppl on time first rule of business,0
Byg bird te sunny mtn right a sidhu galat a jinna ne khadaa kitaaa ohn sub    sidhu wrong,0
Sidhu je aawdi kalam nu lye k ego wall vadd reha  Je ohnu lagdaa kalam hi meri sb kuj aa hun mnu kise di load ni te ohh bhtt vddi galti aa oddi     baaki rabb janda je ih galat hoyeya tan  Fr smjo rabb kalam de sakda te oh tood v sakda ,0
Kon galat teh kaun sai aa we dont know but kisse daa vi hak ni marna chahida cause everyone works hard to make a living for themselves,0
Bro you right sidhu ne changa ni kita tusi usno Charan aly ho tuwade nal hi dhoka galat a bhai bot galat,0
Sidhu galat banda ik hi bande di ihne loka nal dushmni sirf sympathy lan lai,0
Duniya jo marji khe bande a sache ne sidhu athe menu galat lagga sidhu vich v kuch hankaar a geya sale sab singera ne hi sidhu dii matt mari pyi a tahi shi galat di pehchaan bhull geya,0
